id,p_log,p_logr,p_nn,p_rf,p_rfmi,p_rfms,actual_res,res_log,res_logr,res_nn,res_rf,res_rfmi,res_rfms
3908,0.009039541635914349,0.012180894808875244,0.01057876368798311,0.016820572610287455,0.013824884792626729,0.013824884792626729,0,0,0,0,0,0,0
14760,0.019279202042861307,0.01187943115501648,0.010166092312470947,0.019241021804746176,0.02631578947368421,0.0,0,0,0,0,0,1,0
17038,0.05564249079374344,0.05094361200746151,0.041346934793791326,0.034121011185304584,0.07692307692307693,0.05555555555555555,0,1,1,1,1,1,1
5949,0.015912435550939685,0.020345162194889927,0.0073656705628731035,0.02235869176674622,0.013888888888888888,0.019230769230769232,0,0,0,0,0,0,0
18946,0.03270985262482094,0.03161920978517977,0.016116604907862007,0.026163123193910315,0.017543859649122806,0.06451612903225806,0,1,1,0,1,0,1
15493,0.019944329986744763,0.020311438526124614,0.013364612352369501,0.018889807659261505,0.015625,0.015625,0,0,0,0,0,0,0
13294,0.005936316472503583,0.007434141272184244,0.0073527856606420035,0.013771942587656709,0.02976190476190476,0.011235955056179775,0,0,0,0,0,1,0
4873,0.011116876393528034,0.012251659600801214,0.011060670033946746,0.015189183782048043,0.015151515151515152,0.03333333333333333,0,0,0,0,0,0,1
11108,0.010714491646504003,0.010464603569834571,0.009253206365019914,0.015155138586488887,0.015625,0.015625,0,0,0,0,0,0,0
13349,0.007815340657824838,0.009988844963439639,0.004290849609309295,0.014071831614402881,0.0,0.0,0,0,0,0,0,0,0
19501,0.006364926586069458,0.00668999393624528,0.007754351072758144,0.013713543723889969,0.008333333333333333,0.004464285714285714,0,0,0,0,0,0,0
2977,0.009941662432898464,0.012910523536036448,0.0029603991993802114,0.018626643903791897,0.017045454545454544,0.014084507042253521,0,0,0,0,0,0,0
52,0.0028902135067679128,0.008509573312923143,0.00208370165852665,0.015104525221447068,0.02976190476190476,0.011235955056179775,0,0,0,0,0,1,0
16572,0.03453470426200461,0.03373572629411725,0.03528424532852275,0.038102424064998586,0.06896551724137931,0.03488372093023256,0,1,1,1,1,1,1
135,0.00557922976650069,0.015202238299969039,0.002605086984851017,0.020437914526030106,0.005128205128205128,0.006329113924050633,0,0,0,0,0,0,0
3320,0.015637433855915962,0.020631609195619127,0.014724228949205312,0.02124295265326572,0.04032258064516129,0.038461538461538464,0,0,0,0,0,1,1
13724,0.002835865851473372,0.004003208278599055,0.002139461405520255,0.013651630983412287,0.004651162790697674,0.004651162790697674,0,0,0,0,0,0,0
10354,0.009119073730397316,0.00946685277393746,0.004499058903121103,0.0154576961538985,0.0049504950495049506,0.01984126984126984,0,0,0,0,0,0,0
17934,0.015555144510185245,0.016542937182512905,0.009033640528269559,0.016107430606549906,0.037037037037037035,0.0,0,0,0,0,0,1,0
12950,0.007847267185813266,0.01010311503859668,0.009499578995446345,0.015046243808690307,0.028846153846153848,0.028846153846153848,0,0,0,0,0,1,1
13615,0.004356506854489894,0.004878493555979181,0.00399837823217825,0.015234521177503103,0.009259259259259259,0.009259259259259259,0,0,0,0,0,0,0
3723,0.006082577450327179,0.007090704926336224,0.008248366274839694,0.018466656824176027,0.0,0.0,0,0,0,0,0,0,0
10347,0.05727754590080675,0.0521155717174321,0.07389122839255859,0.0347066691727905,0.050724637681159424,0.05660377358490566,0,1,1,1,1,1,1
19558,0.020497745536947755,0.022841655844870405,0.014290593299349804,0.01991390855790481,0.013513513513513514,0.013513513513513514,0,0,0,0,0,0,0
18698,0.04427220521555258,0.04219779883851895,0.03809155951700145,0.028249204046802437,0.0234375,0.014925373134328358,0,1,1,1,1,0,0
9738,0.006801841619678634,0.006963825348562118,0.005720670620542675,0.013709806311676422,0.00211864406779661,0.004464285714285714,0,0,0,0,0,0,0
6811,0.007225307142464109,0.00914379128329281,0.012469457240794214,0.015083223621107571,0.025423728813559324,0.03431372549019608,0,0,0,0,0,1,1
10459,0.0077725949905061925,0.007835816656126255,0.0072563510459565,0.013864945873923468,0.011111111111111112,0.0,0,0,0,0,0,0,0
2286,0.07501033735236026,0.07128804388315009,0.08438467308915364,0.03906965817507674,0.014705882352941176,0.016666666666666666,0,1,1,1,1,0,0
14895,0.029837121919526286,0.02622103992503816,0.0362995189874884,0.022482843895728872,0.030100334448160536,0.030100334448160536,0,1,1,1,0,1,1
12053,0.003204962245013013,0.004190536903156178,0.0034907924323082725,0.013777356209674099,0.013043478260869565,0.013043478260869565,0,0,0,0,0,0,0
4774,0.013122886452329025,0.01683294886587509,0.010756247221233398,0.019007805776917658,0.08,0.06451612903225806,0,0,0,0,0,1,1
3707,0.014715445910593008,0.01635171476851121,0.0065988308953028344,0.018992219481826028,0.017326732673267328,0.017326732673267328,0,0,0,0,0,0,0
386,0.05046817947820534,0.050040493163401666,0.06247921363122781,0.034955152721028754,0.04054054054054054,0.06,1,1,1,1,1,1,1
7710,0.006117626986526174,0.007628419818125419,0.010599580924255468,0.013637891346295106,0.01744186046511628,0.01744186046511628,0,0,0,0,0,0,0
5212,0.026295495485825198,0.032890082973495154,0.05487050237620248,0.022296337646282405,0.0,0.0,0,1,1,1,0,0,0
10445,0.04579099140765948,0.04349862566414601,0.042656640693624924,0.03881718063475107,0.050724637681159424,0.05660377358490566,0,1,1,1,1,1,1
9602,0.02701985215965801,0.01909139580635308,0.014066136943039785,0.01960623713031847,0.014084507042253521,0.0078125,0,1,0,0,0,0,0
12048,0.008693030469259894,0.011000752775033115,0.011143006941572513,0.017821265259431028,0.0,0.0,0,0,0,0,0,0,0
1195,0.013351943969039142,0.013694030657098354,0.01571628197282195,0.032197031115833524,0.009433962264150943,0.009433962264150943,0,0,0,0,1,0,0
16953,0.005894987305295154,0.0064507844702538985,0.0047982594259382795,0.01402045960932594,0.020833333333333332,0.02631578947368421,0,0,0,0,0,0,1
10623,0.029601744432362576,0.024250116151873766,0.027994857982632303,0.022332280520957544,0.015625,0.015625,0,1,1,1,0,0,0
15092,0.010816507072115409,0.009306366739792312,0.007147360218131222,0.017201925072776913,0.004651162790697674,0.004651162790697674,0,0,0,0,0,0,0
12483,0.011102850288350943,0.011291367442913676,0.004413601329098644,0.017342015563069257,0.028089887640449437,0.034482758620689655,0,0,0,0,0,1,1
2223,0.22358478425325518,0.21804655489759336,0.17443222029955707,0.08850391664306692,0.09734513274336283,0.11235955056179775,0,1,1,1,1,1,1
15968,0.05616846643528926,0.056323885816311016,0.07567809216130635,0.04444309679723723,0.02976190476190476,0.02459016393442623,0,1,1,1,1,1,1
2191,0.035089265273643415,0.03492569602816016,0.03324871188690447,0.03866389196074309,0.027777777777777776,0.03571428571428571,0,1,1,1,1,1,1
19461,0.010497061692208823,0.00982692020967276,0.009836122228884749,0.01709801770653695,0.008333333333333333,0.004464285714285714,0,0,0,0,0,0,0
5763,0.008724312883051005,0.013131911966479946,0.005370354129290533,0.017222259566334584,0.008333333333333333,0.007692307692307693,0,0,0,0,0,0,0
6293,0.006771138419207242,0.008019457029456924,0.011099347407853281,0.01406344836044455,0.0,0.0,0,0,0,0,0,0,0
3642,0.02707946020042182,0.02655576809582899,0.037045852082406974,0.03607035958067699,0.019230769230769232,0.017241379310344827,1,1,1,1,1,0,0
13376,0.01135481832532144,0.01244527611864929,0.00819187882857691,0.017190295215354492,0.009765625,0.009765625,0,0,0,0,0,0,0
18647,0.006482249505304216,0.00728101906495097,0.0053306852448995025,0.013725984204597159,0.017857142857142856,0.017857142857142856,0,0,0,0,0,0,0
17848,0.011327297177187083,0.013581650725549144,0.008479441297688567,0.0167966710112023,0.037914691943127965,0.037914691943127965,0,0,0,0,0,1,1
2460,0.04972554735230799,0.04693636918495187,0.052919849803526764,0.04108589940398242,0.0064516129032258064,0.005,0,1,1,1,1,0,0
12402,0.0049961601099731134,0.006217976040178773,0.005725082979690661,0.01739703352872448,0.011904761904761904,0.00980392156862745,0,0,0,0,0,0,0
13400,0.007309442088975764,0.008827360349270692,0.008641484989241098,0.017480770024814647,0.049019607843137254,0.049019607843137254,0,0,0,0,0,1,1
11249,0.004152850352981859,0.004099406753196913,0.0014934544602598406,0.014188556780320915,0.0045045045045045045,0.007407407407407408,0,0,0,0,0,0,0
16351,0.012587386157649925,0.010940282881807456,0.006074483055353203,0.01732972843295659,0.012195121951219513,0.037037037037037035,0,0,0,0,0,0,1
17568,0.00754534574404382,0.007784793852089168,0.00919538857543852,0.018285211787406642,0.023809523809523808,0.0,0,0,0,0,0,1,0
12414,0.006747161610085222,0.007910401301125693,0.007795950821108212,0.018500520328803026,0.0,0.0,0,0,0,0,0,0,0
19329,0.005964797140256815,0.005778775573210438,0.006927195731045189,0.014198281879681474,0.020833333333333332,0.02631578947368421,0,0,0,0,0,0,1
12451,0.005942603270027679,0.008176025229580847,0.0029608051540549467,0.013651630983412287,0.02158273381294964,0.019230769230769232,0,0,0,0,0,0,0
3235,0.013536928908401795,0.019109179132896677,0.0065049350953945645,0.017310789384313643,0.02727272727272727,0.00847457627118644,0,0,0,0,0,1,0
13013,0.016835261184183745,0.016051519198991983,0.010942447264116173,0.028170809911138094,0.020833333333333332,0.02727272727272727,0,0,0,0,1,0,1
6671,0.018049115727516597,0.02174371747253537,0.01976088005401407,0.02066457122737313,0.03125,0.03125,0,0,0,0,0,1,1
18045,0.0031721757120731185,0.003658724600192805,0.002992470988997718,0.013725984204597159,0.00423728813559322,0.016304347826086956,0,0,0,0,0,0,0
10134,0.007658589767231798,0.007059282965497578,0.005835834854881757,0.016024307686958325,0.011904761904761904,0.015151515151515152,0,0,0,0,0,0,0
12180,0.009246696920740488,0.012385604403741032,0.010067852742916638,0.016217488652433436,0.013422818791946308,0.012295081967213115,0,0,0,0,0,0,0
15315,0.006682404037496595,0.007042891053030572,0.008550095422065515,0.016785716143051563,0.010869565217391304,0.010869565217391304,0,0,0,0,0,0,0
15432,0.009318412801563055,0.009823285689398794,0.006371105655689786,0.01995240419938057,0.004651162790697674,0.004651162790697674,0,0,0,0,0,0,0
16327,0.004960014587454589,0.005265107909403543,0.004198164602142306,0.013788120480577447,0.006666666666666667,0.006666666666666667,0,0,0,0,0,0,0
8968,0.06942885720791682,0.0614634682478405,0.07470294501538653,0.05468791008404822,0.03571428571428571,0.03773584905660377,1,1,1,1,1,1,1
18408,0.03566107847761931,0.03454062407811289,0.05045584399434395,0.025653680688807308,0.0,0.0,0,1,1,1,1,0,0
5663,0.010014472616158569,0.01170697148396613,0.007267615648226374,0.02104784031753435,0.023255813953488372,0.05172413793103448,0,0,0,0,0,0,1
12319,0.010713992286957933,0.013550627019213083,0.009446890103490039,0.018695747285267274,0.027777777777777776,0.030612244897959183,0,0,0,0,0,1,1
6451,0.015197307333966065,0.018501192275720408,0.010338322419726721,0.01804846110788563,0.03125,0.02,0,0,0,0,0,1,0
12408,0.006806643580381434,0.009365262989279132,0.006674349998293691,0.015096963258224756,0.017326732673267328,0.017326732673267328,0,0,0,0,0,0,0
1354,0.03873983773262667,0.038003066569853,0.05036512859118673,0.03259048935361378,0.0,0.030303030303030304,0,1,1,1,1,0,1
4669,0.0051105503709956085,0.006347386498507897,0.004049716729971868,0.013681715231255292,0.016666666666666666,0.02,0,0,0,0,0,0,0
19289,0.010478438703949296,0.010893407972261439,0.009113032221192629,0.018215300227951103,0.023255813953488372,0.05172413793103448,0,0,0,0,0,0,1
5371,0.004854215598821321,0.006095189434677939,0.002726297266087054,0.013681715231255292,0.028089887640449437,0.034482758620689655,0,0,0,0,0,1,1
17064,0.015562667696333283,0.017685440216726727,0.012697624040114056,0.019428475184862667,0.014084507042253521,0.014084507042253521,0,0,0,0,0,0,0
8423,0.010652169842206098,0.009349156918189681,0.020875702709959996,0.018667831131921945,0.016129032258064516,0.0,0,0,0,0,0,0,0
718,0.1560614079139358,0.12768445985072857,0.0636305924829209,0.05637600561089127,0.014285714285714285,0.041666666666666664,0,1,1,1,1,0,1
7376,0.014427357401901297,0.016606979709974764,0.013432878560689428,0.0199486435480333,0.009765625,0.009765625,0,0,0,0,0,0,0
17933,0.01485401543198308,0.016433815739236194,0.012235935567846135,0.01801250877602127,0.021739130434782608,0.019230769230769232,0,0,0,0,0,0,0
3079,0.003675652973948345,0.005032163194367247,0.0015617378553565316,0.013617595459660833,0.008333333333333333,0.007692307692307693,0,0,0,0,0,0,0
1426,0.06805009675257173,0.0524563995603383,0.05359869148320257,0.039181536328419406,0.0,0.0,0,1,1,1,1,0,0
15703,0.02875321094592029,0.02962645290542459,0.03712661742800454,0.02272441661901776,0.013422818791946308,0.012295081967213115,0,1,1,1,0,0,0
6298,0.009417249724076081,0.011644719362942183,0.014080700163136029,0.018390791711631393,0.027777777777777776,0.028846153846153848,0,0,0,0,0,1,1
15409,0.010464800349699021,0.010607733253658509,0.008846290458542473,0.018343387115670778,0.0,0.023809523809523808,0,0,0,0,0,0,1
2299,0.04948825609611483,0.04916998009196217,0.058940219302025344,0.03435215014770916,0.012195121951219513,0.012195121951219513,0,1,1,1,1,0,0
8321,0.02837009833207251,0.019163593440577602,0.02308740159403709,0.019722811822277392,0.013824884792626729,0.013824884792626729,0,1,0,0,0,0,0
8333,0.011461761496521984,0.010842081735393173,0.018776394366007126,0.017049711852227745,0.01,0.01,0,0,0,0,0,0,0
3013,0.012114534567560658,0.015547440307647344,0.01035282506026214,0.020067208377741053,0.00211864406779661,0.004464285714285714,0,0,0,0,0,0,0
15560,0.06027718438583537,0.06083206580543343,0.06545355415340189,0.042632636670237166,0.14,0.15789473684210525,0,1,1,1,1,1,1
5137,0.00789051216280351,0.009750192878638696,0.0062502461114951665,0.015127047506067757,0.041666666666666664,0.03431372549019608,0,0,0,0,0,1,1
6324,0.005195934423806127,0.005765742414462898,0.002318056977257057,0.017047798803454993,0.01,0.01282051282051282,0,0,0,0,0,0,0
7473,0.013964633656898715,0.017491647601805597,0.01957923298846057,0.019574236970968727,0.02,0.025974025974025976,0,0,0,0,0,0,1
15797,0.012734223259216845,0.013730410446807912,0.008812945942201085,0.01844704367192982,0.02127659574468085,0.00847457627118644,0,0,0,0,0,0,0
8038,0.014926803832581994,0.01758847032999443,0.012082563529359217,0.021059395974910678,0.06862745098039216,0.046153846153846156,0,0,0,0,0,1,1
6785,0.005886307643115658,0.00746840991398798,0.007533374374724754,0.013641852294011256,0.03076923076923077,0.03076923076923077,0,0,0,0,0,1,1
19456,0.009180402850345144,0.009258432179644368,0.009534035289027848,0.020248858426486174,0.02,0.02,0,0,0,0,0,0,0
9245,0.0044185202527961,0.004388020113844043,0.007621656018567072,0.013709806311676422,0.0,0.0,0,0,0,0,0,0,0
12341,0.010972745216718309,0.012728071461642032,0.00809353778934655,0.019582730244314422,0.0,0.0,0,0,0,0,0,0,0
14872,0.008575964846311387,0.00861614896119991,0.004234037413044211,0.013851766079340369,0.018617021276595744,0.025210084033613446,0,0,0,0,0,0,1
10693,0.020501819468722964,0.021447937946114423,0.018767705185103872,0.017575454464227005,0.013157894736842105,0.013157894736842105,0,0,0,0,0,0,0
4405,0.014710824786709976,0.018375864803980742,0.010534572011277964,0.019674932583906388,0.046511627906976744,0.03982300884955752,1,0,0,0,0,1,1
18056,0.02444142962947404,0.02622367331921999,0.034961720218683004,0.022636099670874245,0.01,0.017543859649122806,0,1,1,1,0,0,0
9758,0.017087722091328167,0.020753815338044178,0.006899332213466415,0.019026255005577482,0.017326732673267328,0.017326732673267328,0,0,0,0,0,0,0
11477,0.014563369410009627,0.012383876854813443,0.01240332247490338,0.017190295215354492,0.012254901960784314,0.013157894736842105,0,0,0,0,0,0,0
17031,0.03072483569471482,0.031073809863352557,0.044627416194926085,0.02224951987557217,0.016666666666666666,0.03968253968253968,0,1,1,1,0,0,1
12220,0.017240564463754757,0.019834535018358756,0.016462474735602476,0.02071188446711083,0.022388059701492536,0.022388059701492536,0,0,0,0,0,0,0
11947,0.009918416154262115,0.013983480370601327,0.009383296486369519,0.018220070756119425,0.016,0.018691588785046728,0,0,0,0,0,0,0
13668,0.0294003666749027,0.03429645329978329,0.035447478309078496,0.02908808916629862,0.043859649122807015,0.022222222222222223,0,1,1,1,1,1,0
5961,0.02039063441889406,0.02435120019043733,0.020269595163915577,0.025555495734250897,0.03571428571428571,0.028846153846153848,1,0,1,0,1,1,1
14831,0.016798997061900585,0.01662109942626476,0.01110513081051473,0.019183697749797682,0.03278688524590164,0.02694610778443114,0,0,0,0,0,1,1
19144,0.020504560941160144,0.022239389170766052,0.025918934443156745,0.02147060054152425,0.05555555555555555,0.02857142857142857,0,0,0,1,0,1,1
2907,0.03594737008477775,0.041236877547300294,0.031842135176648474,0.034357649749503255,0.0,0.0,0,1,1,1,1,0,0
1439,0.16715760200136612,0.14660892442012774,0.1113401563852638,0.060384690977904894,0.041666666666666664,0.06521739130434782,0,1,1,1,1,1,1
17704,0.08669649437683116,0.08633953390791078,0.051674856489154174,0.05261747635755351,0.06611570247933884,0.08620689655172414,0,1,1,1,1,1,1
14486,0.023634585290831105,0.020248193623836622,0.023230492771680367,0.02047108046966041,0.014018691588785047,0.012987012987012988,0,1,0,0,0,0,0
1134,0.1357033047750452,0.13582638605384417,0.13339007218628987,0.05441324415388265,0.04032258064516129,0.038461538461538464,0,1,1,1,1,1,1
19507,0.020979376349754417,0.02349457102410566,0.027186607579886,0.021953065648466573,0.030100334448160536,0.030100334448160536,0,0,0,1,0,1,1
18482,0.01041693995163382,0.011155265294713666,0.019000006805271172,0.015149631839290885,0.013422818791946308,0.012295081967213115,0,0,0,0,0,0,0
2273,0.06608853140505733,0.053653516693995824,0.05471122532490602,0.037579815472429466,0.011111111111111112,0.014492753623188406,0,1,1,1,1,0,0
5488,0.05702220268796155,0.06039788984592026,0.04924461171177739,0.0418472958657254,0.08333333333333333,0.08333333333333333,0,1,1,1,1,1,1
12127,0.009675091251842929,0.013512701361685366,0.009210307179268205,0.018220070756119425,0.03571428571428571,0.028846153846153848,0,0,0,0,0,1,1
10336,0.012115730039541148,0.012013368135774834,0.012121792720904087,0.01515909953420504,0.029411764705882353,0.0375,0,0,0,0,0,1,1
13945,0.021302541310127175,0.01485592031584118,0.012676542605596381,0.01754199052655563,0.018617021276595744,0.031746031746031744,0,0,0,0,0,0,1
16067,0.014143120154660462,0.016730711627927473,0.02167397578576367,0.019355084162070043,0.014084507042253521,0.014084507042253521,0,0,0,0,0,0,0
4064,0.06085176552566953,0.0656510722115374,0.07452840259510621,0.07036461246049265,0.07692307692307693,0.08928571428571429,1,1,1,1,1,1,1
12709,0.009009663415621807,0.010312919628090807,0.012641223594248723,0.020333722438292044,0.02,0.02,0,0,0,0,0,0,0
2536,0.007875256980771676,0.009295494570745588,0.010843675981749377,0.02030249625953643,0.01,0.0,0,0,0,0,0,0,0
75,0.00403521149836557,0.012834198453183685,0.003067805401957746,0.01683307204783103,0.013824884792626729,0.013824884792626729,0,0,0,0,0,0,0
7293,0.0036786840511152693,0.004444792724493041,0.007201009075903237,0.014025093135521199,0.016129032258064516,0.00980392156862745,0,0,0,0,0,0,0
18918,0.017344529848237356,0.0159115685189522,0.011784567572743262,0.01715619303480109,0.0,0.0,0,0,0,0,0,0,0
3666,0.08686768219486801,0.08926427942680677,0.06442038104942555,0.05361933665964194,0.06611570247933884,0.059782608695652176,0,1,1,1,1,1,1
15335,0.03221995269454923,0.025295876832645055,0.02878108590471317,0.026671299379535506,0.02127659574468085,0.022222222222222223,0,1,1,1,1,0,0
4750,0.023729890265431777,0.02495142184204076,0.020169311080426324,0.022272359019053244,0.022222222222222223,0.037037037037037035,1,1,1,0,0,0,1
15443,0.014260186390778327,0.01492122479831998,0.009189178151893254,0.016120726019774954,0.0,0.041666666666666664,0,0,0,0,0,0,1
14759,0.033134281553768935,0.030188263422509215,0.019473171591419182,0.022465375300714716,0.06862745098039216,0.06862745098039216,0,1,1,0,0,1,1
10511,0.05780610334244867,0.0491048085989628,0.06365211187033423,0.027455466324303644,0.044444444444444446,0.021739130434782608,0,1,1,1,1,1,0
15006,0.012314440275052607,0.012578673926436032,0.007517149771322409,0.017436961931819164,0.013422818791946308,0.012295081967213115,0,0,0,0,0,0,0
13905,0.01590455580523955,0.01598699413687431,0.011085317994313637,0.017356454765487517,0.004132231404958678,0.004132231404958678,0,0,0,0,0,0,0
2311,0.06075949311655097,0.06073311823684849,0.07590790600420769,0.050052635505224624,0.025,0.0,0,1,1,1,1,1,0
34,0.01880488218809855,0.0457831522920055,0.038333802151367675,0.031770885952343876,0.0,0.0,0,0,1,1,1,0,0
6222,0.0050865597282129275,0.0060694112368704905,0.010638533680868723,0.013700027622275393,0.006666666666666667,0.006666666666666667,0,0,0,0,0,0,0
1944,0.020949403873408604,0.023405270167401813,0.028619497634097782,0.031696949994487425,0.02158273381294964,0.02,0,0,0,1,1,0,0
296,0.0622843893278458,0.04523734319234598,0.02377623838888712,0.0364970914942276,0.013157894736842105,0.013157894736842105,0,1,1,1,1,0,0
12533,0.030209866864881224,0.030991989060328424,0.0219325996255201,0.027619641507783902,0.022222222222222223,0.05,0,1,1,0,1,0,1
15494,0.038879817518994,0.040233179541864277,0.04803296723371983,0.026572344974505082,0.03571428571428571,0.02586206896551724,0,1,1,1,1,1,1
7028,0.004135795532315346,0.005292048895050397,0.007928708159609542,0.013752786038239017,0.008333333333333333,0.007692307692307693,0,0,0,0,0,0,0
8331,0.03392197611134933,0.03295758657599871,0.03330469481281641,0.030950300776646827,0.0,0.0,0,1,1,1,1,0,0
8868,0.03470566046398514,0.027366921397888048,0.026968107434189363,0.027327454615336935,0.017543859649122806,0.06451612903225806,0,1,1,1,1,0,1
6193,0.014761754138601316,0.013821136183905807,0.017128488451911655,0.021962148567358612,0.011627906976744186,0.00909090909090909,0,0,0,0,0,0,0
19206,0.03506014623062477,0.03371096856620945,0.03243008685463454,0.03055818664133568,0.08,0.06451612903225806,1,1,1,1,1,1,1
12926,0.03566136561435446,0.044634265024509776,0.020037058251761046,0.034306386909025995,0.06611570247933884,0.059782608695652176,0,1,1,0,1,1,1
14047,0.022552963344698973,0.02044945612209976,0.012697447480904473,0.01789628189157467,0.027777777777777776,0.058823529411764705,0,0,0,0,0,1,1
12021,0.044257519712826134,0.04986463271328746,0.028538184873515993,0.032971584910109895,0.017241379310344827,0.011111111111111112,0,1,1,1,1,0,0
15156,0.01390755120194961,0.012215948586026657,0.009116452820759477,0.022313546958594964,0.011904761904761904,0.01818181818181818,0,0,0,0,0,0,0
9108,0.018039413579943476,0.016071281008155316,0.016101626608847765,0.017286649579800962,0.02727272727272727,0.00847457627118644,0,0,0,0,0,1,0
15807,0.04081628940495861,0.049479146205560535,0.053042542041508954,0.03328605230252192,0.02857142857142857,0.02857142857142857,0,1,1,1,1,1,1
2350,0.050744061721958715,0.05310832543139399,0.07582881325895162,0.0381597945610398,0.04716981132075472,0.025974025974025976,1,1,1,1,1,1,1
15514,0.038622506830298255,0.03404980522680306,0.0420307557596666,0.023975370087153287,0.0,0.016666666666666666,0,1,1,1,1,0,0
9100,0.011342972112581555,0.011730520591688692,0.017131650823719247,0.015604842205276928,0.015625,0.015625,0,0,0,0,0,0,0
